geneA,geneB,11893_2#33,11893_2#34,11893_2#35,11893_2#36,11893_2#40,11893_2#57,11940_1#35,5886_7#7,7712_6#19,7712_6#20,11439_1#96,11893_2#51,11893_2#52,11893_2#53,11893_2#55,11893_2#56,11893_2#58,4502_3#7,4502_3#8,5886_7#4,5886_8#4,5886_8#5,7688_1#89,7712_6#14,7978_7#3,9471_8#11,9471_8#12,9471_8#13,9471_8#27,9471_8#34,9471_8#38,9471_8#40,9471_8#41,9471_8#42,9471_8#44,9471_8#45,9471_8#46,9471_8#47,9471_8#48,9471_8#5,11893_2#45,11893_2#46,5886_7#6,9471_8#16,9471_8#19,9471_8#2,9471_8#20,9471_8#24,9471_8#25,9471_8#26,9471_8#35,9471_8#36,9471_8#4,9471_8#8,4502_3#4,4502_3#5,7688_1#86,7688_1#87,7688_1#88,7688_1#90,7712_6#1,7712_6#21,7969_8#34,7969_8#45,9471_8#17,9471_8#21,9471_8#22,9471_8#23,9471_8#29,9471_8#32,9471_8#33,9471_8#6,11893_2#47,11893_2#48,11893_2#49,11893_2#50,11893_2#59,11893_2#60,5886_6#6,5886_8#1,5886_8#6,9471_8#18,9471_8#30,9471_8#39,9471_8#7,SRR1965575,SRR1967894,SRR3049388,5886_7#3,5886_7#5,9471_8#3,9471_8#43,9471_8#9,11893_2#37,11940_1#36,5886_8#2,5886_8#3,7712_6#11,7712_6#12,7712_6#13,7712_6#15,7712_6#17,7712_6#18,7712_6#2,7712_6#22,7712_6#23,7712_6#24,7712_6#25,7712_6#26,7712_6#27,7712_6#28,7712_6#29,7712_6#3,7712_6#30,7712_6#31,7712_6#32,7712_6#33,7712_6#34,7712_6#35,7712_6#36,7712_6#37,7712_6#4,7712_6#5,7712_6#7,7712_6#8,7712_6#9,9471_8#14,9471_8#15,9471_8#28,11439_1#1,11439_1#2,11439_1#3,11439_1#4,11439_1#5,11439_1#6,11439_1#7,11439_1#8,11439_1#90,11439_1#91,11439_1#92,11439_1#93,11439_1#94,11439_1#95,11893_2#42,11940_1#39,7712_6#10,30073_1#10,30073_1#101,30073_1#105,30073_1#109,30073_1#113,30073_1#117,30073_1#121,30073_1#125,30073_1#129,30073_1#13,30073_1#133,30073_1#137,30073_1#149,30073_1#153,30073_1#158,30073_1#162,30073_1#166,30073_1#170,30073_1#174,30073_1#178,30073_1#18,30073_1#182,30073_1#187,30073_1#191,30073_1#195,30073_1#199,30073_1#2,30073_1#203,30073_1#206,30073_1#207,30073_1#21,30073_1#210,30073_1#211,30073_1#214,30073_1#215,30073_1#219,30073_1#223,30073_1#227,30073_1#231,30073_1#235,30073_1#239,30073_1#243,30073_1#26,30073_1#29,30073_1#319,30073_1#323,30073_1#327,30073_1#331,30073_1#335,30073_1#339,30073_1#34,30073_1#343,30073_1#347,30073_1#351,30073_1#355,30073_1#359,30073_1#363,30073_1#364,30073_1#368,30073_1#37,30073_1#372,30073_1#376,30073_1#380,30073_1#42,30073_1#45,30073_1#49,30073_1#5,30073_1#54,30073_1#57,30073_1#62,30073_1#65,30073_1#71,30073_1#74,30073_1#79,30073_1#82,30073_1#86,30073_1#89,30073_1#93,30073_1#97,Salmonella_enterica_subsp_enterica_serovar_Paratyphi_B_str_SPB7_v1
group_1218,hyaC_1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,11,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,NA,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,Diff_contigs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10
group_1218,hybD_2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,12,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,NA,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,Diff_contigs,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11
group_1218,hyaE_1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,14,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,NA,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13,13,Diff_contigs,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,13,13
group_1218,group_2771,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,Diff_contigs,16,16,16,16,16,16,16,16,16,16,16,15,15,15,16,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,NA,15,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,Diff_contigs,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,15,15,15,15
group_1218,hypA_3,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,Diff_contigs,17,17,17,17,17,17,17,17,17,17,17,16,16,16,17,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,NA,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,16,Diff_contigs,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,16,16,16,16
group_1218,ompC_1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,Diff_contigs,18,18,18,18,18,18,18,18,18,18,18,17,17,17,18,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,NA,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,Diff_contigs,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,17,17
group_1218,group_2774,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,Diff_contigs,20,20,20,20,20,20,20,20,20,20,20,19,19,19,20,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,NA,19,19,19,19,19,19,19,19,19,19,19,18,19,19,19,19,19,19,19,19,Diff_contigs,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,19,19,19,19
group_1218,group_2775,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,Diff_contigs,21,21,21,21,21,21,21,21,21,21,21,20,20,20,21,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,NA,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,Diff_contigs,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20
group_1218,glsA,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,Diff_contigs,22,22,22,22,22,22,22,22,22,22,22,21,21,21,22,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,NA,21,21,21,21,21,21,21,21,21,21,21,20,21,21,21,21,21,21,21,21,Diff_contigs,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,21,21,21,21
group_1218,sad_2,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,Diff_contigs,23,23,23,23,23,23,23,23,23,23,23,22,22,22,23,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,NA,22,22,22,22,22,22,22,22,22,22,22,21,22,22,22,22,22,22,22,22,Diff_contigs,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22
group_1218,group_544,86,86,86,86,86,86,86,86,87,87,86,86,86,86,86,87,86,Diff_contigs,86,86,86,86,86,86,86,85,86,133,86,86,133,86,86,86,86,86,86,86,86,86,86,87,86,86,87,86,86,86,86,86,86,86,86,86,Diff_contigs,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,70,85,89,84,Diff_contigs,Diff_contigs,89,89,85,87,89,89,Diff_contigs,86,86,86,89,84,84,84,137,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,NA,88,88,88,88,88,86,86,87,87,87,87,87,Diff_contigs,87,86,86,Diff_contigs,87,86,87,85,87,86,86,86,86,86,86,86,86,86,Diff_contigs,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,Diff_contigs,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,Diff_contigs,86,83
group_1218,yjjL_2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,Diff_contigs,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
group_1218,group_556,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,Diff_contigs,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Missing_in_one,5,5,5,5
group_1218,pcpB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Missing_in_one,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Missing_in_one,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
group_1218,tetA_1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,Missing_in_one,2,2,2,2,2,2,2,2,Missing_in_one,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
group_1221,norV_2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Diff_contigs,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
group_1221,group_1223,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Diff_contigs,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
group_1221,group_131,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,NA,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9
group_1221,group_270,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Missing_in_one,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,152,Diff_contigs,171,166,Diff_contigs,Diff_contigs,Diff_contigs,171,Diff_contigs,169,Diff_contigs,Diff_contigs,Diff_contigs,166,166,166,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,169,169,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,NA,168,168,168,168,168,166,166,167,167,167,167,167,Diff_contigs,167,166,166,Diff_contigs,168,166,167,Diff_contigs,167,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,166
group_1221,artM_1,101,101,101,101,101,101,101,101,102,102,101,101,101,101,101,102,101,Diff_contigs,102,101,101,101,101,101,101,100,101,148,101,101,148,101,101,101,101,101,101,101,101,101,101,102,101,101,102,101,101,101,101,101,101,101,101,101,Diff_contigs,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,86,101,105,100,Diff_contigs,Diff_contigs,105,105,101,103,105,105,Diff_contigs,101,101,101,105,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,NA,103,103,103,103,103,101,101,102,102,102,102,101,Diff_contigs,102,101,101,Diff_contigs,102,101,102,Diff_contigs,102,101,101,101,101,101,101,101,101,101,Diff_contigs,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,Diff_contigs,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,101,Diff_contigs,101,98
group_1221,group_2747,96,96,96,96,96,96,96,96,97,97,96,96,96,96,96,97,96,Diff_contigs,97,96,96,96,96,96,96,95,96,143,96,96,143,96,96,96,96,96,96,96,96,96,96,97,96,96,97,96,96,96,96,96,96,96,96,96,Diff_contigs,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,81,96,100,95,Diff_contigs,Diff_contigs,100,100,96,98,100,100,Diff_contigs,96,96,96,100,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,NA,98,98,98,98,98,96,96,97,97,97,97,96,Diff_contigs,97,96,96,Diff_contigs,97,96,97,Diff_contigs,97,96,96,96,96,96,96,96,96,96,Diff_contigs,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,97,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,Diff_contigs,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,97,96,Diff_contigs,96,93
group_1221,mleN,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,19,20,67,20,20,67,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,21,25,20,Diff_contigs,Diff_contigs,25,25,21,23,25,25,Diff_contigs,23,23,23,25,Diff_contigs,Diff_contigs,Diff_contigs,Diff_contigs,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,NA,24,24,24,24,24,21,21,21,21,21,21,20,Diff_contigs,21,21,20,Diff_contigs,21,21,21,Diff_contigs,21,20,20,20,20,20,20,20,20,20,Diff_contigs,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,Diff_contigs,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,Diff_contigs,20,19
